id_loker,pulau,provinsi,kota,job_position,skills_to_have,pendidikan,company_name,job_category,job_salary,job_type,platform
1348,Jawa,DKI Jakarta,Jakarta,Logistic Department Head,"Leadership, Negotiation Skill, Integrity",s1,Abhati Group,Other,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1349,Jawa,DKI Jakarta,Jakarta,Video Editor,"Photo & Video Editing, Graphic Design, Video Editor, Video Editing, Basic Video Editing, Videography, Video Production",tidak dicantumkan,Alpha Class,Design,"IDR 1,000,000-1,500,000 / month",INTERNSHIP,glints
1350,Jawa,DKI Jakarta,Jakarta,Social Media Strategist,"Content Writing, Social Media, Creative Content Writing, Copywriting","s1, d3",Griity,Marketing,"IDR 1,000,000-3,000,000 / month",INTERNSHIP,glints
1351,Jawa,DKI Jakarta,Jakarta,Graphic Designer,"Basic Copywriting, Adobe Ilustrator, Creative Thinking, Graphic Design, Copywriting, Adobe Photoshop, Photo & Video Editing",tidak dicantumkan,Griity,Design,"IDR 1,500,000-3,000,000 / month",INTERNSHIP,glints
1352,Jawa,DI Yogyakarta,Yogyakarta,Business Consultant,"Business Strategy, Consulting, Business Consulting",tidak dicantumkan,Pt Kontak Perkasa,Consulting,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1353,Jawa,Jawa Barat,Bekasi,Software Engineer,"JavaScript, ReactJS, Python, Back-End Web Development, Front End Development",tidak dicantumkan,Studycle,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1354,Jawa,Jawa Barat,Bekasi,Product Manager,"Product Management, Product Development, Resource Management, Agile Project Management, Product Marketing, Software Development Life Cycle (SDLC), Presentation Skills, Go To Market",s1,Studycle,Product Management,"IDR 5,000,000-12,000,000 / month",FULL_TIME,glints
1355,Jawa,DKI Jakarta,Jakarta,Fullstack Developer,"Node.js, Loopback, AngularJS, Ionic",tidak dicantumkan,GreatDay HR (People Intelligence Indonesia),Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1356,Jawa,DKI Jakarta,Jakarta,Image Retoucher,"Photo Retouch, Pentool, Adobe Illustrator, Photo Editing, Photo Retouching, Basic Photo Editing, Adobe Photoshop, Clipout",tidak dicantumkan,DROPICTS,Design,"IDR 2,000,000-3,000,000 / month",PROJECT_BASED,glints
1357,Jawa,DKI Jakarta,Jakarta,Ga Department Head,"Asset Management, Budget Planning, Company Permit, Well-organized, Detailed Oriented, Responsible",s1,Abhati Group,Other,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1358,Jawa,DKI Jakarta,Jakarta,Compliance Officer,"Good Interpersonal Skills, Know your customer (KYC), Regulatory Compliance, Good Communication Skills",s1,Handal Semesta Berjangka (HSB),Legal,"IDR 8,000,000-10,000,000 / month",FULL_TIME,glints
1359,Jawa,Jawa Barat,Bandung,Mobile Developer,"Swift (Programming Language), Object-Oriented Programming (OOP), Test-Driven Development (TDD), Objective-C, swift & obj-C, Ios Swift, Swift, Behaviour-Driven Development (BDD)",tidak dicantumkan,PT Bobobox Mitra Indonesia,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1360,Jawa,DKI Jakarta,Jakarta,Community Acquisition,"Merchant Acquisition, Reseller, Customer Acquisition",tidak dicantumkan,Brunbrun Paris (Sophie Paris),Operations,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1361,Jawa,DKI Jakarta,Jakarta,Associate,"Marketing, Teamwork, Planning, Management, Business Development, Communication, Business Analyst, Sales, Financial Analyst, Sales Marketing",tidak dicantumkan,Pruvictory Vibe United,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1362,Jawa,DKI Jakarta,Jakarta,Account Executive,"Project Planning, Negotiation, Project Management, Time Management",tidak dicantumkan,Capsen - Pure Essential Oil,Business Development / Sales,"IDR 4,000,000-6,000,000 / month",FULL_TIME,glints
1363,Jawa,Jawa Timur,Malang,Content Creator,"Writing, Eyd Knowledge, Creative Writing, Animation, Videography, Fluent In English Both Oral And Written, Adobe Photoshop",tidak dicantumkan,Glovory,Other,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1364,Jawa,DKI Jakarta,Jakarta,Data Analyst,"Data Structures, Big Data, Data Modeling, Data Visualization, Python, R Language, Data Analysis, Google Big Query",s1,Tunaiku,Data Science,"IDR 9,000,000-16,000,000 / month",FULL_TIME,glints
1365,Jawa,DKI Jakarta,Jakarta,Marketing Manager,"Retail Operations, Retail Merchandising, Retail Sales, Retail Management, Online Marketing",s1,Brunbrun Paris (Sophie Paris),Marketing,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1366,Jawa,DKI Jakarta,Jakarta,Head Of Product,"JIRA, Product Development, Agile Project Management, Scrum",s1,BukuWarung,Product Management,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1367,Jawa,DKI Jakarta,Jakarta,Account Manager,"Horeca, Sales Operations, B2b Sales",s1,Brunbrun Paris (Sophie Paris),Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1368,Sumatera,Kepulauan Riau,Batam,Java Developer,"Test-Driven Development, Node.js, Azure, Java, Hibernate, Spring Boot, Self-starter, Jee, Soap, Activemq, Ibm Mq, Rest Ws, Docker, Kubernetes, Spring, IoC, Ci/cd, Jasper, Agile",tidak dicantumkan,AIA Singapore Pte Ltd,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1369,Jawa,Banten,Tangerang,Marketing Executive,"Marketing, English, Good Communication Skills, Lobby & Negotiation skill, Sales Marketing, Customer Relationship, Social Media Marketing, Digital Marketing, Google Adwords, Google Analytics, Manage Digital Marketing Campaign","d3, s1",Metamorphosys,Marketing,"IDR 0-62,000,000 / month",FULL_TIME,glints
1370,Jawa,DI Yogyakarta,Yogyakarta,Staff Administrasi,"Target Oriented, Hard worker and able to work in team as well as independently, Trello, Loyal, Good Communication Skills, well organized, Able To Work Under Pressure, Fluent In English Both Oral And Written",s1,Biotech,Administrative,"IDR 2,000,000-2,500,000 / month",FULL_TIME,glints
1371,Jawa,DKI Jakarta,Jakarta,Sales Executive,"Social Media, Sales And Marketing, Salesforce, Sales, Sales Presentations, B2b Sales, Retail Sales, Sales Marketing, Sales Management, Good Communication Skills",tidak dicantumkan,Zeppelin Kitchen Appliances,Business Development / Sales,"IDR 4,000,000-5,500,000 / month",FULL_TIME,glints
1372,Jawa,DKI Jakarta,Jakarta,Video Editor,"Photoshop, Photo & Video Editing, Proficient In Video Editing, Editing Video, Video Editor, Video Editing, Photography, Basic Video Editing, Videography, Video Production, Video Editing Program, Basic Photo/video Editing, Filmora Video Editing, Video Editing Skills, Basic Videography, Film & Video Production, Movavi Video Editor, Adobe Photoshop, Digital Photography, Leadership, Business Development, Photo Editing, Basic Photography, Basic Photo Editing",s1,Pt Ponny Beaute Indonesia,Design,"IDR 5,000,000-8,000,000 / month",FULL_TIME,glints
1373,Jawa,DKI Jakarta,Jakarta,Hrd,"Training And Development, End To End Recruitment, Performance Management",s1,Summit Institute Of Development,Human Resource,"IDR 5,000,000-7,000,000 / month",FULL_TIME,glints
1374,Jawa,Jawa Barat,Bandung,Staff Formulasi R&D,"Formulasi Trial Product, drug formulation, Membuat Formulasi, Plan and formulate project plans, Formulator",d3,PT Gracia Pharmindo,Product Management,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1375,Sumatera,Riau,Pekanbaru,Hrd,"Human Capital Management, Interpersonal Skills, Training And Development, Payroll, Iso 9001:2015, Management, Analytical Skills, Human Resource Management, Industrial Relation, Labor Laws, Recruiting, Strategic Planning, Administration, Human Relations, Corporate Law, Human Resources",s1,Pt. Pelayaran Nasional Santan Prima Bahari,Human Resource,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1376,Jawa,Jawa Barat,Bandung,Programmer,"Programming, Project Planning, Leadership, Project Management",tidak dicantumkan,PT Gracia Pharmindo,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1377,Jawa,DKI Jakarta,Jakarta,Web Developer,"JavaScript, HTML, AngularJS, PHP",tidak dicantumkan,Htc Global Services,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1378,Jawa,DKI Jakarta,Jakarta,Content Strategist,"Content Writing, Social Media, Social Media Management, Video Editor",tidak dicantumkan,Sharkmind.id,Media & Communications,Perusahaan tidak menampilkan gaji,INTERNSHIP,glints
1379,Jawa,DKI Jakarta,Jakarta,Backend Developer,"Java, Spring, Backend",d3,Htc Global Services,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1380,Jawa,Jawa Barat,Bandung,.Net Developer,"JavaScript, Html / Css / Bootstrap, Asp.net C#",tidak dicantumkan,PT Budi Jaya Group,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1381,Jawa,Jawa Barat,Bandung,Content Creator,"Instagram, Tiktok, Adobe Premiere Pro Cc, Adobe Illustrator, Copywriting, Adobe Photoshop",tidak dicantumkan,Vendorin Indonesia,Marketing,"IDR 1,800,000-2,500,000 / month",INTERNSHIP,glints
1382,Jawa,Banten,Tangerang,Frontend Developer,"MySQL, Sql Server, Vue.js, Html / Css / Bootstrap, Laravel, PHP, react.js, Laravel Framework, PHP Laravel Framework, ReactJS, HTML, Php (laravel ), My sql, Css/bootstrap, CSS, mysql server, Vuejs",s1,Pt Seraya Makmur Indonesia,Software Engineering,"IDR 4,000,000-6,000,000 / month",FULL_TIME,glints
1383,Jawa,Jawa Barat,Bandung,Mobile Developer,"Object-Oriented Programming (OOP), Kotlin Programming, JavaScript, Test-Driven Development (TDD), Bdd, OOP, Kotlin, Kotlin Android, Tdd, Behaviour-Driven Development (BDD)",s1,PT Bobobox Mitra Indonesia,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1384,Jawa,DKI Jakarta,Jakarta,Mobile Developer,"Java, Kotlin, Android Development",tidak dicantumkan,Htc Global Services,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1385,Jawa,DKI Jakarta,Jakarta,Content Marketing Associate,"Digital Marketing, Ecommerce, Online Marketplace, Sales And Marketing, Analytical Skills, Marketing Strategy",tidak dicantumkan,Anker Indonesia,Marketing,"IDR 6,000,000-10,000,000 / month",FULL_TIME,glints
1386,Jawa,DKI Jakarta,Jakarta,Teknisi,"Technician, Technical Skills, Technical Support",smk,Cv. Alpha Trading Indonesia,Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1387,Jawa,Jawa Barat,Bekasi,Mobile Developer,"UX/UI designer, Ios Sdk, Ui Designer",s1,PT Fan Integrasi Teknologi,Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1388,Jawa,Jawa Barat,Bandung,Chief Accounting,"Accounting, Tax Accounting, Bank Reconciliation, Microsoft Office, Account Reconciliation, Accurate Software, MYOB, Pelatihan Brevet A & B",tidak dicantumkan,PT Idola Insani Garment,Finance,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1389,Jawa,DKI Jakarta,Jakarta,Art Director,"InDesign, Adobe Illustrator, Web Design, Adobe Photoshop",s1,Lovaloka,Design,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1390,Jawa,DKI Jakarta,Jakarta,Business Analyst,"Java, DFD, Software Development Life Cycle (SDLC)",d3,PT. MIDAS DAYA TEKNOLOGI,Product Management,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1391,Jawa,DKI Jakarta,Jakarta,Social Media Strategist,"Digital Campaign, Content Management, Fluent In English Both Oral And Written, Copy Writing And Editing, Photo & Video Editing, Photography, Adobe Photoshop",s1,Siklus,Marketing,Perusahaan tidak menampilkan gaji,INTERNSHIP,glints
1392,Jawa,Jawa Timur,Surabaya,Consumer & Investment Management,"Digital Marketing, English, Digital Media, Investment Analysis, Banking & Finance, Property Management",tidak dicantumkan,Pt Global Kapital Group,Business Development / Sales,"IDR 500,000-3,000,000 / month",FULL_TIME,glints
1393,Jawa,Jawa Barat,Bogor,Fullstack Developer,"Backend Developer, Web Development, Front End Developer, Fluent In English Both Oral And Written",tidak dicantumkan,PT. Tiara Hana Indonesia,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1394,Jawa,DKI Jakarta,Jakarta,Customer Service,"Customer Service, Customer Support, Berkomunikasi Dengan Baik, Ms Office, Mengoprasikan Komputer",smk,Brainworx Solusi Integrasi,Operations,Perusahaan tidak menampilkan gaji,PROJECT_BASED,glints
1395,Jawa,Jawa Timur,Malang,Staff Administrasi,"professional / technical document translation, technical document translation, English Teaching, English-indonesia Translation, indonesia-english translation, Database Administration, Documentation, Fluent In English Both Oral And Written, Administration",s1,Glovory,Administrative,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1396,Jawa,Jawa Barat,Bandung,Sales Manager,"Marketing, Sales And Marketing, Sales Marketing, Salesforce, Sales, Marketing Strategy",tidak dicantumkan,PT Gracia Pharmindo,Marketing,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1397,Jawa,DKI Jakarta,Jakarta,Finance & Accounting,"Finance Accounting, Accounting, Tax Brevet A&b, Brevet Pajak A & B",d3,PT Inovasi Sukses Sentosa,Finance,"IDR 5,000,000-5,500,000 / month",FULL_TIME,glints
1398,Jawa,DKI Jakarta,Jakarta,Marketing,"Marketing Communications, Marketing Management, Social Media Marketing, Market Research, Word Of Mouth Marketing, Marketing Strategy, Good Communication Skills, Marketing Campaign, Content Marketing, Sales Marketing, Digital Marketing, Social Media Advertising, Community Management, Sales And Marketing, Social Media Management, Direct Sales, Sales Operations, Sales, B2b Sales, E-commerce, Retail Sales",tidak dicantumkan,Pt Rumah Bahagia Sejahtera,Marketing,"IDR 4,500,000-7,000,000 / month",FULL_TIME,glints
1399,Jawa,DKI Jakarta,Jakarta,Partnership Specialist,"Analytical Skills, Negotiation Skill, Partnerships",s1,Avana Indonesia,Business Development / Sales,"IDR 6,000,000-9,000,000 / month",FULL_TIME,glints
1400,Jawa,Jawa Barat,Bandung,Programmer,"PostgreSQL, Java EE, Software Development, Java Programming",tidak dicantumkan,Adiwisista Finansial Teknologi,Software Engineering,"IDR 5,000,000-10,000,000 / month",FULL_TIME,glints
1401,Jawa,Jawa Barat,Bandung,Php Developer,"HTML, Php Programming, Teamwork, PHP, Laravel Framework, Php Laravel",tidak dicantumkan,Avana Indonesia,Software Engineering,"IDR 7,000,000-12,000,000 / month",FULL_TIME,glints
1402,Jawa,DKI Jakarta,Jakarta,Graphic Designer,"Photo & Video Editing, Graphic Design, Photography, Adobe Premiere, Design Thinking, Adobe Photoshop",d3,Cv. Alpha Trading Indonesia,Media & Communications,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1403,Jawa,DKI Jakarta,Jakarta,Telesales Officer,"Telesales, Problem Solving, Negotiation, Telecommunications, Good Communication Skills",tidak dicantumkan,Avana Indonesia,Business Development / Sales,"IDR 4,000,000-5,000,000 / month",FULL_TIME,glints
1404,Jawa,Jawa Barat,Bogor,Teknisi,"Mechanical, Plumbing, Electrical",d3,Pt. Indokeppel Datacentre Makmur,Engineering,"IDR 4,500,000-6,000,000 / month",FULL_TIME,glints
1405,Jawa,DKI Jakarta,Jakarta,Social Media Strategist,"Coreldraw, Social Media Marketing, Social Media, Graphic Design, Copywriting, Adobe Photoshop, Photo & Video Editing, Social Media Analytics, Copywriting & Editing",d3,Pt. Integra Mitra Solusi,Media & Communications,"IDR 4,500,000-6,000,000 / month",FULL_TIME,glints
1406,Jawa,DKI Jakarta,Jakarta,Supply Chain Management  Staff,"Microsoft Excel, MS Excel Pivot Tables, Vlookup / Hlookup",tidak dicantumkan,PT Saba Indomedika,Operations,"IDR 4,000,000-4,500,000 / month",FULL_TIME,glints
1407,Jawa,DKI Jakarta,Jakarta,Merchant Acquisition,"Marketing Communications, Sales Strategy, Business Development, Sales Management, Good Communication Skills, Sales Marketing",s1,Avana Indonesia,Business Development / Sales,"IDR 4,300,000-7,000,000 / month",FULL_TIME,glints
1408,Jawa,DKI Jakarta,Jakarta,Brand Executive,"Marketing, Digital Marketing, Creative Thinking, Market research and business analysis, Good Communication Skills, Creative Direction, Content Marketing",tidak dicantumkan,Avana Indonesia,Marketing,"IDR 7,000,000-9,000,000 / month",FULL_TIME,glints
1409,Jawa,DKI Jakarta,Jakarta,Marketing Lead,"Marketing, Digital Marketing, Business Development, Marketing Strategy, Good Communication Skills, Content Marketing, Sales Marketing",s1,Avana Indonesia,Marketing,"IDR 8,000,000-15,000,000 / month",FULL_TIME,glints
1410,Jawa,DKI Jakarta,Jakarta,Sales,"Negotiation Skill, Communication, Confidence, Marketing Communications, Good Communication Skills",tidak dicantumkan,Pt. Algolab Solution,Marketing,"IDR 4,000,000-4,500,000 / month",FULL_TIME,glints
1411,Jawa,DKI Jakarta,Jakarta,Desk Collection,"Payment Collection, Debt Collection, Desk Collection, Office Administration, Administration",s1,Pt Oke Ptop Indonesia,Administrative,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1412,Jawa,Banten,South Tangerang,Sales & Marketing,"Sales Canvassing, Social Media Marketing, account sales strategies, Good Communication Skills, Presentation Skills, Sales Marketing, Content Writing, SEO, SEM, Content Marketing",tidak dicantumkan,PT. Kita Bisa Teknologi ,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1413,Jawa,DKI Jakarta,Jakarta,Management Trainee,"Marketing Management, Marketing Manager, Social Media Marketing Management",tidak dicantumkan,Indosukses Futures,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1414,Jawa,DKI Jakarta,Jakarta,Project Manager,"Marketing, Research, Business Development, Negotiation Skill, Project Management, Good Communication Skills",tidak dicantumkan,Avana Indonesia,Business Development / Sales,"IDR 6,000,000-10,000,000 / month",FULL_TIME,glints
1415,Jawa,DKI Jakarta,Jakarta,Customer Engagement Supervisor,"Marketing, Communication, Telecommunications, Marketing Strategy, Sales Marketing",s1,Avana Indonesia,Business Development / Sales,"IDR 5,000,000-7,000,000 / month",FULL_TIME,glints
1416,Jawa,DKI Jakarta,Jakarta,Business Development,"Problem Solving, Social Media, Business Development, Good Communication Skills",s1,Avana Indonesia,Business Development / Sales,"IDR 10,000,000-15,000,000 / month",FULL_TIME,glints
1417,Jawa,Banten,Tangerang,Teacher,"Outgoing And Enthusiastic, English Teaching, Working With Children, Fluent In English Both Oral And Written, Good Communication Skills","s1, d3",EF English First Jakarta ( Swara Group ),Education,"IDR 3,500,000-5,500,000 / month",FULL_TIME,glints
1418,Jawa,Banten,South Tangerang,Tutor,"English Language, English Teaching, Love Children, Child Development, Working With Children, Early Childhood Education",tidak dicantumkan,EF English First Jakarta ( Swara Group ),Education,"IDR 2,000,000-3,000,000 / month",PART_TIME,glints
1419,Jawa,DKI Jakarta,Jakarta,Backend Developer,"JavaScript, MySQL, Ruby, PHP, Microservices, Amazon Web Services (AWS), Restful Api, Ruby on Rails, Github, Bitbucket, Node.js, React Native, Code Igniter Framework, Laravel, React Js",tidak dicantumkan,Pt Kita Teknologi Andalan,Software Engineering,"IDR 5,000,000-9,000,000 / month",FULL_TIME,glints
1420,Jawa,DKI Jakarta,Jakarta,Ga Operation,"Contract Negotiation, Good Practical Skills, Strategic Sourcing, Warehouse And Logistic Management, Facility Maintenance, Lobby & Negotiation skill",d3,Pt. Algolab Solution,Operations,"IDR 4,500,000-6,000,000 / month",FULL_TIME,glints
1421,Jawa,DKI Jakarta,Jakarta,Lending/ Loan Analyst,"Financial Analysis, Credit Analysis, Administration",s1,Pt Oke Ptop Indonesia,Administrative,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1422,Jawa,Jawa Barat,Bandung,Supervisor Online Store,"Online Marketing, Negotiation Skill, Online business, Online Marketplace",s1,Pt Login Megastore,Operations,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1423,Jawa,Jawa Barat,Bandung,Sales Executive,"Promotion, Marketing Promotion, Marketing Communications, Marketing, Sales Promotion, Sales Presentations, Good Communication Skills, Advertising & Promotion, Promotional Marketing, Brand Marketing Promotion, Promoter, Promotion Strategy",tidak dicantumkan,Finfleet,Business Development / Sales,"IDR 3,800,000-3,800,000 / month",FULL_TIME,glints
1424,Bali,Bali,Denpasar,Illustrator,"Graphic Illustrations, Digital Illustration, Adobe Illustrator, Illustration",tidak dicantumkan,ZuBlu,Design,"IDR 0-1,000,000 / project",PROJECT_BASED,glints
1425,Jawa,DKI Jakarta,Jakarta,Project Manager,"Project Planning, Leadership, Project Management, Project Coordination, Project Management Skills, Project Manager",d3,PT. Prodata Sistem Teknologi,Product Management,"IDR 4,000,000-8,000,000 / month",FULL_TIME,glints
1426,Jawa,Banten,Tangerang,Engineering,"Mechanical Engineering, Safety Management Systems, Mechanical Maintenance, Health And Safety Procedure",smk,PT Triniti Dinamik,Engineering,"IDR 4,300,000-5,000,000 / month",FULL_TIME,glints
1427,Jawa,Jawa Barat,Bogor,Wordpress Developer,"English, Coding Experience, WordPress, Commitment, Elementor",tidak dicantumkan,Paradox Marketing,Software Engineering,"IDR 6,000,000-15,000,000 / month",FULL_TIME,glints
1428,Jawa,DKI Jakarta,Jakarta,Accounting & Tax,"Akuntansi Jurnal Umum, Laporan Keuangan, Brevat A & B",tidak dicantumkan,PT Mitra Karsa Utama,Finance,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1429,Jawa,Jawa Barat,Bogor,Tutor,"Outgoing And Enthusiastic, English Teaching, Working With Children, Fluent In English Both Oral And Written, Good Communication Skills","s1, d3",EF English First Jakarta ( Swara Group ),Education,"IDR 2,500,000-3,000,000 / month",PART_TIME,glints
1430,Jawa,Jawa Timur,Malang,Quality Assurance,"MySQL, Google Forms, PostgreSQL, Postman, Google Slides, Ms Office, Spreadsheets, JSON",tidak dicantumkan,Glovory,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1431,Jawa,DKI Jakarta,Jakarta,Operational Manager,"Team Building Skills, Operations Management, Warehouse Management, ●high Responsibility, High Initiative, Detailed Oriented, Strong Leadership Skills, Good Communication Skills",tidak dicantumkan,PT Benteng Multi Indotama,Operations,"IDR 5,000,000-10,000,000 / month",FULL_TIME,glints
1432,Jawa,DKI Jakarta,Jakarta,Public Relation,"Community Engagement, Media Relations, Leadership, Media Planning, Brand Activation, Media Activation, Community Development, BTL Activations, Public Relations",tidak dicantumkan,ElshéSkin,Media & Communications,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1433,Jawa,DKI Jakarta,Jakarta,Tax Specialist,"software tax, Tax Preparation, Tax Brevet A&b, E-spt (tax)",s1,PT ZEF ENERGI,Finance,"IDR 5,000,000-8,500,000 / month",FULL_TIME,glints
1434,Jawa,DKI Jakarta,Jakarta,Product Manager,"Product Management, Project Management Tools, Product Development",s1,Lovaloka,Product Management,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1435,Jawa,DKI Jakarta,Jakarta,Sales Manager,"Sales B2b, Sales Manager, IT Consulting",tidak dicantumkan,Pt Praweda Ciptakarsa Informatika,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1436,Jawa,DKI Jakarta,Jakarta,Legal Officer,"English, Negotiation, Industrial Relation, Legal Drafting, Can Make Legal Opinion, Bpom Regulation",s1,Sojilabs Indonesia,Legal,"IDR 5,000,000-8,000,000 / month",FULL_TIME,glints
1437,Jawa,DKI Jakarta,Jakarta,Copy Writer,"Advertising Copywriting, Copy Writer, Copywriting",s1,PT Cerdas Digital Nusantara (CAKAP),Marketing,"IDR 6,500,000-7,500,000 / month",FULL_TIME,glints
1438,Jawa,Banten,South Tangerang,Customer Realtions Officer,"Customer Relations, Sales, Fluent In English Both Oral And Written, Good Communication Skills",tidak dicantumkan,EF English First Jakarta ( Swara Group ),Business Development / Sales,"IDR 4,000,000-5,200,000 / month",FULL_TIME,glints
1439,Jawa,DKI Jakarta,Jakarta,Graphic Designer,"Graphic Illustrations, Adobe Indesign, Graphic Design, Web Design, Design Thinking",tidak dicantumkan,Alpha Class,Design,"IDR 1,000,000-1,500,000 / month",INTERNSHIP,glints
1440,Jawa,DKI Jakarta,Jakarta,Account Manager,"Project Management, Sales Management, Account Management, Teamwork, Good Communication Skills, Sales Marketing",s1,PT Wahana Ciptasinatria,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1441,Jawa,DKI Jakarta,Jakarta,Hrd,"Human Resources, Human Resource Management, Recruitment, Human Development",s1,NH Korindo Securities,Human Resource,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1442,Jawa,Banten,South Tangerang,Iot Engineer,"Circuit Design, Python, Jupyter Notebook, C/c++, C++, C/c++ Programming, Mechanical Engineering, Ruby, Electrical Engineering, Node-red, Python 3",tidak dicantumkan,OKANEMO,Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1443,Jawa,DKI Jakarta,Jakarta,Sakes,"English Language, Fashion Trends, Good Communication Skills, Sales Marketing, English, Retail Fashion, Fashion",smk,Huntstreet,Business Development / Sales,"IDR 4,000,000-4,500,000 / month",FULL_TIME,glints
1444,Jawa,DKI Jakarta,Jakarta,Sales,"Market Research, Sales, Advertising",s1,Flokq,Business Development / Sales,Perusahaan tidak menampilkan gaji,INTERNSHIP,glints
1445,Jawa,Jawa Barat,Bandung,Accounting,"Finance Accounting, Internet Banking, Microsoft Office, Office Administration, Banking",smk,Pt Altinex,Finance,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1446,Jawa,Jawa Barat,Bekasi,Finance,"Accounting, Analytical Skills, Tax Accounting, software tax, Financial Accounting, Internet Banking",s1,Prestisa,Finance,"IDR 1,500,000-1,500,000 / month",INTERNSHIP,glints
1447,Jawa,Jawa Timur,Surabaya,Finance & Accounting Manager,"Tax Accounting, Account Management, Financial Accounting, Teamwork, Leadership, Good Communication Skills",tidak dicantumkan,PT Internet Pratama Indonesia,Finance,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1448,Jawa,DKI Jakarta,Jakarta,Graphic Designer,"Adobe Indesign, Creative Thinking, Graphic Design, Adobe Illustrator, Adobe After Effects, Adobe Premiere Pro, Adobe Photoshop, Creativity Skills, Design Thinking",d3,PT HI-COOK Indonesia,Design,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1449,Jawa,Banten,South Tangerang,Account Executive,"Business Development, Account Executive, Sales, Account Management",s1,OKANEMO,Business Development / Sales,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1450,Jawa,Banten,South Tangerang,Software Engineer,"Node.js, ReactJS, MySQL, React Native, Nodejs., PostgreSQL, nodejs, Kotlin, AngularJS, React / React Native, PHP, MongoDB, Vuejs, Golang, Python, Python Programming, Oracle Database, Ruby on Rails",tidak dicantumkan,OKANEMO,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1451,Jawa,DKI Jakarta,Jakarta,Backend Developer,"C Language, TCP/IP, JIRA, C/c++, C++, Git",s1,NH Korindo Securities,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1452,Jawa,DKI Jakarta,Jakarta,Management Trainee,"Team Leadership, Leadership, Project Management, Public Speaking, Human Resources, Human Development",tidak dicantumkan,Pt. Solid Gold Jakarta,Consulting,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1453,Jawa,Jawa Timur,Surabaya,Web Developer,"CodeIgniter, nodejs, Rest Api, Laravel",tidak dicantumkan,Shoesmart,Software Engineering,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
1454,Jawa,Jawa Timur,Surabaya,Ui/Ux Designer,"Ui/ux Design, Figma, Adobe Xd",tidak dicantumkan,Shoesmart,Design,Perusahaan tidak menampilkan gaji,FULL_TIME,glints
