id_loker,pulau,provinsi,job_position,company_name,years_of_experience,years_of_experience_cat,average_processing_time,company_industry,company_size,work_environment_waktu_bekerja,work_environment_gaya_berpakaian,work_environment_gaya_berpakaian_contoh,work_environment_tunjangan,work_environment_bahasa,platform,pendidikan,jumlah_loker_per_provinsi
6143,Jawa,Daerah Khusus Ibukota Jakarta,Relationship Manager Wealth Management,Commonwealth Bank Indonesia,2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,2001 - 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum, kacamata, jht, pensiun",Inggris,jobstreet,S1,5985
6144,Jawa,Daerah Khusus Ibukota Jakarta,It Service Monitoring,PT. Indonusa Telemedia (TransVision),1,0 - 4 tahun,14,Telekomunikasi,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,5985
6145,Jawa,Daerah Khusus Ibukota Jakarta,Accounting,PT Garmen Maju Bersama,3,0 - 4 tahun,14,Tekstil/Garment,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"umum, bonus",Indonesia,jobstreet,"D3, S1",5985
6146,Jawa,Daerah Khusus Ibukota Jakarta,Graphic Designer,DGtraffic-Google Advertising Certified Partner,2,0 - 4 tahun,14,Periklanan/Marketing/Promosi/Hubungan Masyarakat,51 - 200 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum","Indonesia, Inggris",jobstreet,D3,5985
6147,Jawa,Jawa Timur,Monitoring Pic,PT Setiawan Mitra Utama Logistik,2,0 - 4 tahun,14,Transportasi/Logistik,1- 50 pekerja,tidak spesifik,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,1296
6148,Jawa,Jawa Tengah,Maintenance Supervisor,PT Indesso Aroma,4,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,548
6149,Jawa,Banten,Marketing Communication,PT. Berkah Purnama Sewu,1,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,SMA,1219
6150,Jawa,Daerah Khusus Ibukota Jakarta,Bancassurance Officer,PT Panin Dai-ichi Life,1,0 - 4 tahun,14,Asuransi,201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,Indonesia,jobstreet,"PROFESI, D3, S1",5985
6151,Jawa,Jawa Timur,Software Quality Assurance,PT Sentra Vidya Utama,1,0 - 4 tahun,12,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,D3,1296
6152,Jawa,Jawa Timur,Hand Over Supervisor,PT Colliers International Indonesia,4,0 - 4 tahun,14,Properti/Real Estate,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata, bonus, flexible benefits",Inggris,jobstreet,D3,1296
6153,Jawa,Jawa Timur,Head Of Air Conditioner Production,Maspion Group,6,5 - 9 tahun,14,Manufaktur/Produksi,lebih dari 5000 pekerja,sabtu,formal,kemeja polos & dasi,"bpjs kesehatan, makan",Inggris,jobstreet,"S1, S2, S3",1296
6154,Jawa,Daerah Khusus Ibukota Jakarta,Corporate Marketing,Perusahaan Dirahasiakan,5,5 - 9 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
6155,Jawa,Banten,Sales,PT. Chenfull International,3,0 - 4 tahun,14,Industri Berat/Mesin/Peralatan,tidak spesifik,senin - sabtu,bisnis,kemeja,bpjs kesehatan,"Indonesia, Inggris",jobstreet,S1,1219
6156,Jawa,Daerah Khusus Ibukota Jakarta,Purchasing Staff,PT Binara Guna Mediktama,2,0 - 4 tahun,14,Kesehatan/Medis,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,Indonesia,jobstreet,S1,5985
6157,Sumatera,Kepulauan Riau,Staff Lapangan Proyek Property Pembangunan,PT Sinar Geliga Bestari (Batam),10,10 - 14 tahun,14,Properti/Real Estate,1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,126
6158,Jawa,Jawa Timur,Community Relations Manager,PT Sentra Vidya Utama,2,0 - 4 tahun,12,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,1296
6159,Jawa,Daerah Khusus Ibukota Jakarta,Trade Marketing Supervisor,PT Kobe Nutri Farma,2,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,51 - 200 pekerja,senin - jumat,seragam,seragam kantor/lapangan,"bpjs kesehatan, asuransi",Indonesia,jobstreet,S1,5985
6160,Kalimantan,Kalimantan Utara,Boiler House,PT Pipit Mutiara Jaya (Pipit Group),1,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,1001 - 2000 pekerja,shift,kasual,kaos,umum,Indonesia,jobstreet,SMA,22
6161,Jawa,Daerah Khusus Ibukota Jakarta,Business Executive,PT Generasi Cemerlang Utama,3,0 - 4 tahun,14,Asuransi,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,umum,Indonesia,jobstreet,"PROFESI, D3, S1",5985
6162,Kalimantan,Kalimantan Utara,Workshop Mill Mantenance,PT Pipit Mutiara Jaya (Pipit Group),1,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,1001 - 2000 pekerja,shift,kasual,kaos,umum,Indonesia,jobstreet,SMA,22
6163,Sulawesi,Sulawesi Selatan,Admin Support,Roda Jaya Sakti Grup,1,0 - 4 tahun,14,Akuntansi/Audit/Pelayanan Pajak,51 - 200 pekerja,tidak spesifik,kasual,kaos,tidak tersedia,Indonesia,jobstreet,"D3, S1",121
6164,Jawa,Daerah Khusus Ibukota Jakarta,Accounting Supervisor,Perusahaan Dirahasiakan,2,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
6165,Jawa,Daerah Khusus Ibukota Jakarta,Brand Manager,PT Ultra Prima Abadi (Orang Tua Group),3,0 - 4 tahun,8,Produk Konsumen/Barang konsumen yang bergerak cepat,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pendidikan, kacamata",Indonesia,jobstreet,S1,5985
6166,Jawa,Daerah Khusus Ibukota Jakarta,Network Infrastructure,PT Sprint Asia Technology,1,0 - 4 tahun,tidak tersedia,Komputer/Teknik Informatika (Perangkat Keras),51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
6167,Jawa,Daerah Khusus Ibukota Jakarta,Brand Manager,Perusahaan Dirahasiakan,3,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
6168,Jawa,Banten,Accounting Pabrik,Favorite Indonesia,3,0 - 4 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,sabtu,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,1219
6169,Jawa,Daerah Khusus Ibukota Jakarta,Purchasing Admin,PT Bintang Hartono Jaya,2,0 - 4 tahun,14,Umum & Grosir,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata, lembur",Indonesia,jobstreet,D3,5985
6170,Jawa,Jawa Barat,It Specialist,PT LUMIRA TALENTA INDONESIA (Recruitment Firm),7,5 - 9 tahun,14,Konsultasi (Bisnis & Manajemen),1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,TIDAK DICANTUMKAN,1771
6171,Jawa,Jawa Barat,Translator,PT Asahi Diamond Industrial Indonesia,3,0 - 4 tahun,1,Manufaktur/Produksi,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,1771
6172,Jawa,Daerah Khusus Ibukota Jakarta,Management Trainee Of Marketing,Perusahaan Dirahasiakan,1,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
6173,Jawa,Jawa Barat,Japanese Speaker Hr&Ga Manager,RGF HR Agent Indonesia (Recruitment Firm),3,0 - 4 tahun,14,Manajemen/Konsulting HR,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,1771
6174,Jawa,Daerah Khusus Ibukota Jakarta,It,PT Prodia Widyahusada Tbk,2,0 - 4 tahun,11,BioTeknologi/Farmasi/Riset klinik,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, pendidikan, umum",Indonesia,jobstreet,S1,5985
6175,Kalimantan,Kalimantan Utara,Operator Process,PT Pipit Mutiara Jaya (Pipit Group),1,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,1001 - 2000 pekerja,shift,kasual,kaos,umum,Indonesia,jobstreet,SMA,22
6176,Jawa,Jawa Timur,Supervisor Produksi,PT AKT Indonesia,2,0 - 4 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,"Indonesia, Inggris",jobstreet,S1,1296
6177,Jawa,Daerah Khusus Ibukota Jakarta,Retail Sales Assistant Manager,PT Lock & Lock Indonesia,5,5 - 9 tahun,12,Retail/Merchandise,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Inggris,jobstreet,S1,5985
6178,Jawa,Daerah Khusus Ibukota Jakarta,Product Manager,PT Acer Indonesia,5,5 - 9 tahun,14,Komputer/Teknik Informatika (Perangkat Keras),51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,5985
6179,Nusa Tenggara,Bali,Video Editor,Nobacklog,2,0 - 4 tahun,6,Seni/Desain/Fashion,1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, bonus","Indonesia, Inggris",jobstreet,TIDAK DICANTUMKAN,214
6180,Kalimantan,Kalimantan Utara,Analis Lab,PT Pipit Mutiara Jaya (Pipit Group),2,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,1001 - 2000 pekerja,shift,kasual,kaos,umum,Indonesia,jobstreet,D3,22
6181,Jawa,Jawa Timur,Wood Warehouse Controller,PT AKT Indonesia,2,0 - 4 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,"Indonesia, Inggris",jobstreet,S1,1296
6182,Jawa,Daerah Khusus Ibukota Jakarta,Hrd Legal Staff,PT Alloymas Oilfield Services,1,0 - 4 tahun,tidak tersedia,Manufaktur/Produksi,201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,"thr, bpjs kesehatan, bpjs",Indonesia,jobstreet,S1,5985
6183,Jawa,Jawa Barat,Business Analysis Specialist,PT Hyundai Motor Manufacturing Indonesia,4,0 - 4 tahun,14,Automobil/Mesin Tambahan Automotif/Kendaraan,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,Inggris,jobstreet,S1,1771
6184,Jawa,Jawa Barat,Ppic Staff,Perusahaan Dirahasiakan,3,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,"D3, S2",1771
6185,Jawa,Daerah Khusus Ibukota Jakarta,Operator Produksi,PT.Mahakam Beta Farma,1,0 - 4 tahun,14,Kesehatan/Medis,2001 - 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum, kacamata",Indonesia,jobstreet,SMA,5985
6186,Jawa,Daerah Khusus Ibukota Jakarta,Cnc Milling Horizontal Operator,PT Alloymas Oilfield Services,2,0 - 4 tahun,tidak tersedia,Manufaktur/Produksi,201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,"thr, bpjs kesehatan, bpjs",Indonesia,jobstreet,SMK,5985
6187,Sumatera,Aceh,Operator Produksi,PT Aica Mugi Indonesia,1,0 - 4 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,senin - jumat,seragam,seragam kantor/lapangan,kesehatan,Inggris,jobstreet,D3,21
6188,Jawa,Jawa Timur,Manager Hrd,PT Rama Emerald Multi Sukses,5,5 - 9 tahun,14,Kesehatan/Medis,201 - 500 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,1296
6189,Jawa,Daerah Khusus Ibukota Jakarta,Social Media Content Moderator,Teleperformance (Recruitment Firm),1,0 - 4 tahun,14,Call Center/IT-Enabled Services/BPO,1001 - 2000 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,D3,5985
6190,Kalimantan,Kalimantan Timur,Sales Manager,PT. Topindo Atlas Asia (Oil TOP1),4,0 - 4 tahun,14,Minyak/Gas/Petroleum,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pendidikan, kacamata",Indonesia,jobstreet,D3,159
6191,Kalimantan,Kalimantan Utara,Mill Supervisor,PT Pipit Mutiara Jaya (Pipit Group),4,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,1001 - 2000 pekerja,shift,kasual,kaos,umum,Indonesia,jobstreet,D3,22
6192,Kalimantan,Kalimantan Selatan,Sales Manager,PT. Topindo Atlas Asia (Oil TOP1),4,0 - 4 tahun,14,Minyak/Gas/Petroleum,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pendidikan, kacamata",Indonesia,jobstreet,D3,72
6193,Sumatera,Riau,Sales Representative Pekanbaru,PT. Krisbow Indonesia,2,0 - 4 tahun,14,Umum & Grosir,501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",Indonesia,jobstreet,S1,86
6194,Jawa,Jawa Barat,Quality Control Assistant Manager,PT Hyundai Motor Manufacturing Indonesia,8,5 - 9 tahun,14,Automobil/Mesin Tambahan Automotif/Kendaraan,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,Inggris,jobstreet,S1,1771
6195,Kalimantan,Kalimantan Utara,Asistant Grading Tbs,PT Pipit Mutiara Jaya (Pipit Group),3,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,1001 - 2000 pekerja,shift,kasual,kaos,umum,Indonesia,jobstreet,D3,22
6196,Jawa,Jawa Timur,Kolektor,PT Mega Central Finance,1,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,2001 - 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",Indonesia,jobstreet,TIDAK DICANTUMKAN,1296
6197,Jawa,Jawa Barat,Formulation Development Supervisor,"PT Darya Varia Laboratoria, Tbk",2,0 - 4 tahun,14,BioTeknologi/Farmasi/Riset klinik,1001 - 2000 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,Indonesia,jobstreet,S1,1771
6198,Jawa,Daerah Khusus Ibukota Jakarta,Regional Product Marketing,PT Michael Page Internasional Indonesia (Recruitment Firm),7,5 - 9 tahun,14,Manajemen/Konsulting HR,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,TIDAK DICANTUMKAN,5985
6199,Jawa,Jawa Barat,Driver,"Biensi Fesyenindo (3Second, Greenlight & The Parlor)",5,5 - 9 tahun,14,Retail/Merchandise,1001 - 2000 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum, pendidikan","Indonesia, Inggris",jobstreet,TIDAK DICANTUMKAN,1771
6200,Nusa Tenggara,Nusa Tenggara Timur,Site Manager,PT Michael Page Internasional Indonesia (Recruitment Firm),10,10 - 14 tahun,14,Manajemen/Konsulting HR,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,PROFESI,18
6201,Jawa,Daerah Khusus Ibukota Jakarta,Manager Compliance And Public Affair,Perusahaan Dirahasiakan,5,5 - 9 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
6202,Jawa,Daerah Khusus Ibukota Jakarta,Sustainability Supervisor,PT PP London Sumatra Indonesia.Tbk,4,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,kesehatan,"Indonesia, Inggris",jobstreet,TIDAK DICANTUMKAN,5985
6203,Jawa,Daerah Khusus Ibukota Jakarta,Fraud/Forensic Manager,PT Michael Page Internasional Indonesia (Recruitment Firm),5,5 - 9 tahun,14,Manajemen/Konsulting HR,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,TIDAK DICANTUMKAN,5985
6204,Kalimantan,Kalimantan Barat,Head Accounting,PT Sumber Waras,3,0 - 4 tahun,1,Produk Konsumen/Barang konsumen yang bergerak cepat,1- 50 pekerja,senin - sabtu,bisnis,kemeja,umum,Indonesia,jobstreet,S1,54
6205,Jawa,Daerah Khusus Ibukota Jakarta,Business Development Manager,PT Mitrais,5,5 - 9 tahun,3,Komputer/Teknik Informatika (Perangkat Lunak),201 - 500 pekerja,senin - jumat,kasual,kaos,"kesehatan, kacamata, daerah",Inggris,jobstreet,TIDAK DICANTUMKAN,5985
6206,Jawa,Daerah Khusus Ibukota Jakarta,Sr. Manager Legal,Perusahaan Dirahasiakan,15,15 - 19 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,"S1, S2",5985
6207,Jawa,Daerah Khusus Ibukota Jakarta,Head Of Social Media,PT Michael Page Internasional Indonesia (Recruitment Firm),8,5 - 9 tahun,14,Manajemen/Konsulting HR,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,TIDAK DICANTUMKAN,5985
6208,Jawa,Daerah Khusus Ibukota Jakarta,Head Of Social Media,PT Michael Page Internasional Indonesia,8,5 - 9 tahun,14,Manajemen/Konsulting HR,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,TIDAK DICANTUMKAN,5985
6209,Jawa,Daerah Khusus Ibukota Jakarta,Front End Engineering Design,"PT AKR Corporindo, Tbk",3,0 - 4 tahun,14,Minyak/Gas/Petroleum,2001 - 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,Indonesia,jobstreet,S1,5985
6210,Jawa,Daerah Khusus Ibukota Jakarta,Technical Writer,PT Kwadran Lima Mitra Kaya Solusi,1,0 - 4 tahun,11,Manajemen/Konsulting HR,1- 50 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum, kacamata",Indonesia,jobstreet,S1,5985
6211,Jawa,Jawa Tengah,Quality Control Furniture,HARBOUR INDONESIA,2,0 - 4 tahun,5,Lainnya,1- 50 pekerja,senin - sabtu,kasual,kaos,kesehatan,Inggris,jobstreet,D3,548
6212,Nusa Tenggara,Bali,Villa Housekeeping Gardening Landscaping,Bali Villa Amethyst,1,0 - 4 tahun,11,Hotel/Pariwisata,1- 50 pekerja,senin - jumat,kasual,kaos,saham,Inggris,jobstreet,"SMA, D3",214
6213,Papua,Papua,Bancassurance Consultant,PT Asuransi Jiwa Sinarmas MSIG Tbk.,1,0 - 4 tahun,14,Asuransi,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pendidikan, kacamata",Indonesia,jobstreet,D3,16
6214,Jawa,Jawa Barat,Manajer Operasional,PT Multi Hanna Transportindo,3,0 - 4 tahun,14,Transportasi/Logistik,1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,1771
6215,Jawa,Daerah Khusus Ibukota Jakarta,Medical Doctor,DOCDOC PTE.LTD,1,0 - 4 tahun,6,Kesehatan/Medis,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, traveling",Inggris,jobstreet,TIDAK DICANTUMKAN,5985
6216,Jawa,Daerah Khusus Ibukota Jakarta,"Software Engineer, Front",DOCDOC PTE.LTD,5,5 - 9 tahun,6,Kesehatan/Medis,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, traveling",Inggris,jobstreet,"S1, S2",5985
6217,Jawa,Jawa Barat,R&D Manager,PT Pyridam Farma Tbk,4,0 - 4 tahun,14,Kesehatan/Medis,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,TIDAK DICANTUMKAN,1771
6218,Jawa,Daerah Khusus Ibukota Jakarta,Account Staff Mandarin（中文财务）,PT. Seattle Intermediary,2,0 - 4 tahun,4,Konsultasi (Bisnis & Manajemen),1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
6219,Jawa,Daerah Khusus Ibukota Jakarta,Sales Manager,PT WILO PUMPS INDONESIA,5,5 - 9 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,"Indonesia, Inggris",jobstreet,S1,5985
6220,Jawa,Daerah Khusus Ibukota Jakarta,Kitchen Porter,PT Cipta Kreatif Kulina,2,0 - 4 tahun,1,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,tidak spesifik,seragam,seragam kantor/lapangan,tidak tersedia,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
6221,Jawa,Daerah Khusus Ibukota Jakarta,Runner,PT Cipta Kreatif Kulina,1,0 - 4 tahun,1,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,tidak spesifik,seragam,seragam kantor/lapangan,tidak tersedia,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
6222,Jawa,Daerah Khusus Ibukota Jakarta,Senior Cook Kitchen & Pastry,PT Cipta Kreatif Kulina,3,0 - 4 tahun,1,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,tidak spesifik,seragam,seragam kantor/lapangan,tidak tersedia,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
6223,Kalimantan,Kalimantan Timur,Guru Sekolah Dasar,PT. PALMA SERASIH TBK,1,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",Indonesia,jobstreet,S1,159
6224,Kalimantan,Kalimantan Timur,Procurement Staff,PT. PALMA SERASIH TBK,2,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",Indonesia,jobstreet,S1,159
6225,Jawa,Daerah Khusus Ibukota Jakarta,Relationship Manager,PT. Bank KEB Hana Indonesia,2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,bpjs kesehatan,Indonesia,jobstreet,S1,5985
6226,Jawa,Daerah Khusus Ibukota Jakarta,Relationship Manager,PT. Bank KEB Hana Indonesia,2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,bpjs kesehatan,Indonesia,jobstreet,S1,5985
6227,Jawa,Daerah Khusus Ibukota Jakarta,Logistic Executive,PT Waruna Nusa Sentana (MJS Line),5,5 - 9 tahun,14,Transportasi/Logistik,201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,Indonesia,jobstreet,"D3, S1",5985
6228,Jawa,Daerah Khusus Ibukota Jakarta,Quantity Surveyor,PT. SINERGY KONSTRUKSI NUSANTARA,3,0 - 4 tahun,8,Konstruksi/Bangunan/Teknik,1- 50 pekerja,senin - sabtu,kasual,kaos,umum,Indonesia,jobstreet,"D3, S1",5985
6229,Jawa,Daerah Khusus Ibukota Jakarta,Hr Staff,PT Brawijaya Investama (Brawijaya Group),3,0 - 4 tahun,14,Kesehatan/Medis,501 - 1000 pekerja,sabtu,bisnis,kemeja,kesehatan,"Indonesia, Inggris",jobstreet,S1,5985
6230,Jawa,Daerah Khusus Ibukota Jakarta,Arsitek Lapangan,PT. SINERGY KONSTRUKSI NUSANTARA,3,0 - 4 tahun,8,Konstruksi/Bangunan/Teknik,1- 50 pekerja,senin - sabtu,kasual,kaos,umum,Indonesia,jobstreet,"D3, S1",5985
6231,Jawa,Daerah Khusus Ibukota Jakarta,Digital Marketing,PT. SINERGY KONSTRUKSI NUSANTARA,2,0 - 4 tahun,8,Konstruksi/Bangunan/Teknik,1- 50 pekerja,senin - sabtu,kasual,kaos,umum,Indonesia,jobstreet,SMA,5985
6232,Jawa,Daerah Khusus Ibukota Jakarta,Data Engineer,J-Express (PT Jaya Ekspress Transindo),1,0 - 4 tahun,14,Transportasi/Logistik,2001 - 5000 pekerja,senin - jumat,kasual,kaos,"kesehatan, bpjs kesehatan",Indonesia,jobstreet,S1,5985
6233,Jawa,Daerah Khusus Ibukota Jakarta,Human Resource Manager,PT Basa Inti Persada,2,0 - 4 tahun,3,Retail/Merchandise,201 - 500 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,5985
6234,Jawa,Daerah Khusus Ibukota Jakarta,Ppic Staff,Perusahaan Dirahasiakan,2,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,TIDAK DICANTUMKAN,5985
6235,Jawa,Daerah Khusus Ibukota Jakarta,Senior Executive,PT Prudential Life Assurance,3,0 - 4 tahun,14,Asuransi,1001 - 2000 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",Inggris,jobstreet,S1,5985
6236,Jawa,Daerah Khusus Ibukota Jakarta,Customer Sales,Perusahaan Dirahasiakan,1,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,"SMA, S1",5985
6237,Jawa,Banten,Teknisi / Mekanik Mesin,PT Alam Lestari Unggul,3,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,1219
6238,Jawa,Daerah Istimewa Yogyakarta,Sales Modern Market Penempatan Yogyakarta,PT Tri Mila Abadi,0,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,1- 50 pekerja,senin - sabtu,kasual,kaos,"umum, tidak tersedia",Indonesia,jobstreet,SMA,216
6239,Jawa,Daerah Khusus Ibukota Jakarta,Lead Production,Perusahaan Dirahasiakan,1,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
